date,away,home,score_away,score_home,game_result,offensive_first_downs_away,offensive_third_down_conversions_away,offensive_third_down_opportunities_away,offensive_fourth_down_conversions_away,offensive_fourth_down_conversion_attempts_away,offensive_passing_completions_away,offensive_passing_attempts_away,offensive_passing_yards_away,offensive_rushing_attempts_away,offensive_rushing_yards_away,offensive_total_yards_away,offensive_sacks_taken_away,offensive_yards_lost_from_sacks_away,offensive_fumbles_away,offensive_interceptions_away,offensive_turnovers_away,offensive_penalties_away,offensive_penalty_yards_away,team_def_st_td_away,offensive_drives_away,team_offensive_time_of_possession_away,defensive_first_downs_allowed_away,defensive_third_down_conversions_allowed_away,defensive_third_down_opportunities_away,defensive_fourth_down_conversions_allowed_away,defensive_fourth_down_conversion_attempts_away,defensive_passing_completions_away,defensive_passing_attempts_away,defensive_passing_yards_allowed_away,defensive_rushing_attempts_away,defensive_rushing_yards_allowed_away,defensive_total_yards_allowed_away,defensive_sacks_away,defensive_sack_yards_away,defensive_fumbles_forced_away,defensive_int_forced_away,defensive_turnovers_forced_away,opposing_team_team_penalties_away,opposing_team_penalty_yards_away,opposing_team_def_st_td_away,opposing_team_drives_away,opposing_team_possession_away,points_scored_away,points_allowed_away,offensive_first_downs_home,offensive_third_down_conversions_home,offensive_third_down_opportunities_home,offensive_fourth_down_conversions_home,offensive_fourth_down_conversion_attempts_home,offensive_passing_completions_home,offensive_passing_attempts_home,offensive_passing_yards_home,offensive_rushing_attempts_home,offensive_rushing_yards_home,offensive_total_yards_home,offensive_sacks_taken_home,offensive_yards_lost_from_sacks_home,offensive_fumbles_home,offensive_interceptions_home,offensive_turnovers_home,offensive_penalties_home,offensive_penalty_yards_home,team_def_st_td_home,offensive_drives_home,team_offensive_time_of_possession_home,defensive_first_downs_allowed_home,defensive_third_down_conversions_allowed_home,defensive_third_down_opportunities_home,defensive_fourth_down_conversions_allowed_home,defensive_fourth_down_conversion_attempts_home,defensive_passing_completions_home,defensive_passing_attempts_home,defensive_passing_yards_allowed_home,defensive_rushing_attempts_home,defensive_rushing_yards_allowed_home,defensive_total_yards_allowed_home,defensive_sacks_home,defensive_sack_yards_home,defensive_fumbles_forced_home,defensive_int_forced_home,defensive_turnovers_forced_home,opposing_team_team_penalties_home,opposing_team_penalty_yards_home,opposing_team_def_st_td_home,opposing_team_drives_home,opposing_team_possession_home,points_scored_home,points_allowed_home
2012-09-05,Cowboys,Giants,24,17,0,19.0,4.0,12.0,0.0,1.0,29.0,37.0,251.0,16.0,49.0,300.0,6.0,38.0,1.0,1.0,2.0,7.0,43.0,0.0,12.0,25.45,20.0,7.0,15.0,0.0,1.0,24.0,33.0,331.0,31.0,106.0,437.0,2.0,15.0,0.0,0.0,0.0,3.0,28.0,0.0,12.0,34.55,14.0,31.0,20.0,7.0,15.0,0.0,1.0,24.0,33.0,331.0,31.0,106.0,437.0,2.0,15.0,0.0,0.0,0.0,3.0,28.0,0.0,12.0,34.55,19.0,4.0,12.0,0.0,1.0,29.0,37.0,251.0,16.0,49.0,300.0,6.0,38.0,1.0,1.0,2.0,7.0,43.0,0.0,12.0,25.45,14.0,31.0
2012-09-09,Colts,Bears,21,41,1,19.0,6.0,14.0,0.0,1.0,27.0,40.0,242.0,22.0,56.0,298.0,3.0,22.0,1.0,2.0,3.0,4.0,40.0,0.0,10.0,29.2,15.0,5.0,13.0,0.0,1.0,11.0,19.0,71.0,35.0,190.0,261.0,3.0,21.0,1.0,0.0,1.0,1.0,10.0,0.0,10.0,30.8,13.0,19.0,10.0,5.0,13.0,0.0,0.0,15.0,25.0,117.0,25.0,92.0,209.0,7.0,43.0,2.0,1.0,3.0,4.0,20.0,2.0,14.0,28.766666666666666,16.0,3.0,15.0,1.0,2.0,21.0,42.0,222.0,27.0,79.0,301.0,2.0,6.0,0.0,3.0,3.0,5.0,38.0,0.0,14.0,31.233333333333334,17.0,13.0
2012-09-09,Eagles,Browns,17,16,0,24.0,5.0,11.0,0.0,0.0,24.0,39.0,315.0,19.0,75.0,390.0,2.0,20.0,1.0,1.0,2.0,8.0,75.0,0.0,11.0,29.316666666666663,21.0,6.0,16.0,0.0,2.0,22.0,45.0,247.0,25.0,130.0,377.0,1.0,9.0,0.0,1.0,1.0,6.0,71.0,0.0,13.0,29.316666666666663,10.0,34.0,14.0,4.0,14.0,0.0,0.0,16.0,41.0,168.0,15.0,72.0,240.0,2.0,9.0,0.0,1.0,1.0,5.0,40.0,0.0,11.0,20.816666666666663,22.0,8.0,16.0,1.0,2.0,23.0,40.0,199.0,36.0,161.0,360.0,2.0,22.0,2.0,0.0,2.0,4.0,37.0,0.0,12.0,39.18333333333333,13.0,9.0
2012-09-09,Rams,Lions,23,27,1,18.0,5.0,15.0,0.0,1.0,14.0,34.0,200.0,25.0,111.0,311.0,3.0,26.0,0.0,2.0,2.0,6.0,50.0,0.0,14.0,24.866666666666667,21.0,6.0,16.0,1.0,1.0,21.0,31.0,205.0,37.0,116.0,321.0,3.0,22.0,0.0,0.0,0.0,5.0,80.0,0.0,14.0,35.13333333333333,34.0,27.0,32.0,4.0,11.0,1.0,2.0,36.0,59.0,502.0,15.0,73.0,575.0,2.0,18.0,2.0,2.0,4.0,11.0,101.0,0.0,14.0,28.333333333333332,27.0,6.0,12.0,0.0,0.0,31.0,44.0,469.0,24.0,81.0,550.0,3.0,11.0,1.0,1.0,2.0,6.0,78.0,0.0,15.0,31.666666666666668,41.0,45.0
2012-09-09,Patriots,Titans,34,13,0,28.0,6.0,12.0,0.0,0.0,24.0,36.0,342.0,29.0,138.0,480.0,4.0,18.0,0.0,1.0,1.0,4.0,77.0,2.0,11.0,29.633333333333333,26.0,1.0,7.0,2.0,3.0,29.0,46.0,296.0,20.0,106.0,402.0,2.0,11.0,0.0,4.0,4.0,5.0,45.0,0.0,12.0,30.366666666666667,21.0,49.0,17.0,6.0,14.0,0.0,0.0,22.0,35.0,275.0,22.0,86.0,361.0,3.0,22.0,1.0,0.0,1.0,6.0,47.0,0.0,14.0,25.366666666666667,22.0,5.0,14.0,0.0,0.0,22.0,32.0,235.0,30.0,152.0,387.0,3.0,23.0,1.0,0.0,1.0,7.0,55.0,0.0,12.0,34.63333333333333,23.0,22.0
2012-09-09,Falcons,Chiefs,40,24,0,23.0,8.0,17.0,0.0,3.0,40.0,61.0,434.0,14.0,35.0,469.0,0.0,0.0,1.0,0.0,1.0,7.0,57.0,0.0,12.0,33.31666666666667,26.0,10.0,13.0,0.0,0.0,23.0,39.0,299.0,23.0,164.0,463.0,1.0,8.0,0.0,2.0,2.0,4.0,46.0,2.0,10.0,26.683333333333337,16.0,45.0,14.0,5.0,15.0,0.0,0.0,15.0,29.0,175.0,30.0,106.0,281.0,1.0,5.0,1.0,0.0,1.0,6.0,36.0,0.0,12.0,27.033333333333335,16.0,5.0,18.0,0.0,1.0,6.0,22.0,50.0,47.0,216.0,266.0,2.0,10.0,1.0,1.0,2.0,6.0,49.0,0.0,11.0,32.96666666666667,7.0,3.0
2012-09-09,Jaguars,Vikings,23,26,1,15.0,5.0,13.0,0.0,1.0,11.0,19.0,71.0,35.0,190.0,261.0,3.0,21.0,1.0,0.0,1.0,1.0,10.0,0.0,10.0,30.8,19.0,6.0,14.0,0.0,1.0,27.0,40.0,242.0,22.0,56.0,298.0,3.0,22.0,1.0,2.0,3.0,4.0,40.0,0.0,10.0,29.2,13.0,19.0,16.0,3.0,15.0,1.0,2.0,21.0,42.0,222.0,27.0,79.0,301.0,2.0,6.0,0.0,3.0,3.0,5.0,38.0,0.0,14.0,31.233333333333334,10.0,5.0,13.0,0.0,0.0,15.0,25.0,117.0,25.0,92.0,209.0,7.0,43.0,2.0,1.0,3.0,4.0,20.0,2.0,14.0,28.766666666666666,17.0,13.0
2012-09-09,Commanders,Saints,40,32,0,21.0,6.0,16.0,0.0,2.0,22.0,45.0,247.0,25.0,130.0,377.0,1.0,9.0,0.0,1.0,1.0,6.0,71.0,0.0,13.0,29.316666666666663,24.0,5.0,11.0,0.0,0.0,24.0,39.0,315.0,19.0,75.0,390.0,2.0,20.0,1.0,1.0,2.0,8.0,75.0,0.0,11.0,29.316666666666663,10.0,34.0,33.0,6.0,9.0,0.0,1.0,31.0,38.0,409.0,35.0,208.0,617.0,0.0,0.0,0.0,1.0,1.0,6.0,60.0,0.0,10.0,34.56666666666667,21.0,0.0,5.0,0.0,0.0,15.0,25.0,137.0,24.0,164.0,301.0,2.0,21.0,1.0,1.0,2.0,1.0,5.0,0.0,11.0,25.433333333333337,17.0,45.0
2012-09-09,Bills,Jets,28,48,1,26.0,1.0,7.0,2.0,3.0,29.0,46.0,296.0,20.0,106.0,402.0,2.0,11.0,0.0,4.0,4.0,5.0,45.0,0.0,12.0,30.366666666666667,28.0,6.0,12.0,0.0,0.0,24.0,36.0,342.0,29.0,138.0,480.0,4.0,18.0,0.0,1.0,1.0,4.0,77.0,2.0,11.0,29.633333333333333,21.0,49.0,20.0,4.0,11.0,0.0,0.0,22.0,33.0,245.0,27.0,129.0,374.0,2.0,3.0,0.0,3.0,3.0,6.0,40.0,0.0,11.0,28.883333333333333,14.0,8.0,15.0,0.0,0.0,22.0,32.0,128.0,26.0,82.0,210.0,1.0,7.0,0.0,2.0,2.0,5.0,35.0,0.0,13.0,31.116666666666667,17.0,19.0
2012-09-09,Dolphins,Texans,10,30,1,14.0,8.0,15.0,0.0,0.0,22.0,32.0,128.0,26.0,82.0,210.0,1.0,7.0,0.0,2.0,2.0,5.0,35.0,0.0,13.0,31.116666666666667,20.0,4.0,11.0,0.0,0.0,22.0,33.0,245.0,27.0,129.0,374.0,2.0,3.0,0.0,3.0,3.0,6.0,40.0,0.0,11.0,28.883333333333333,17.0,19.0,22.0,5.0,14.0,0.0,0.0,22.0,32.0,235.0,30.0,152.0,387.0,3.0,23.0,1.0,0.0,1.0,7.0,55.0,0.0,12.0,34.63333333333333,17.0,6.0,14.0,0.0,0.0,22.0,35.0,275.0,22.0,86.0,361.0,3.0,22.0,1.0,0.0,1.0,6.0,47.0,0.0,14.0,25.366666666666667,23.0,22.0
