date,away,home,score_away,score_home,game_result,offensive_first_downs_away,offensive_third_down_conversions_away,offensive_third_down_opportunities_away,offensive_fourth_down_conversions_away,offensive_fourth_down_conversion_attempts_away,offensive_passing_completions_away,offensive_passing_attempts_away,offensive_passing_yards_away,offensive_rushing_attempts_away,offensive_rushing_yards_away,offensive_total_yards_away,offensive_sacks_taken_away,offensive_yards_lost_from_sacks_away,offensive_fumbles_away,offensive_interceptions_away,offensive_turnovers_away,offensive_penalties_away,offensive_penalty_yards_away,team_def_st_td_away,offensive_drives_away,team_offensive_time_of_possession_away,defensive_first_downs_allowed_away,defensive_third_down_conversions_allowed_away,defensive_third_down_opportunities_away,defensive_fourth_down_conversions_allowed_away,defensive_fourth_down_conversion_attempts_away,defensive_passing_completions_away,defensive_passing_attempts_away,defensive_passing_yards_allowed_away,defensive_rushing_attempts_away,defensive_rushing_yards_allowed_away,defensive_total_yards_allowed_away,defensive_sacks_away,defensive_sack_yards_away,defensive_fumbles_forced_away,defensive_int_forced_away,defensive_turnovers_forced_away,opposing_team_team_penalties_away,opposing_team_penalty_yards_away,opposing_team_def_st_td_away,opposing_team_drives_away,opposing_team_possession_away,points_scored_away,points_allowed_away,offensive_first_downs_home,offensive_third_down_conversions_home,offensive_third_down_opportunities_home,offensive_fourth_down_conversions_home,offensive_fourth_down_conversion_attempts_home,offensive_passing_completions_home,offensive_passing_attempts_home,offensive_passing_yards_home,offensive_rushing_attempts_home,offensive_rushing_yards_home,offensive_total_yards_home,offensive_sacks_taken_home,offensive_yards_lost_from_sacks_home,offensive_fumbles_home,offensive_interceptions_home,offensive_turnovers_home,offensive_penalties_home,offensive_penalty_yards_home,team_def_st_td_home,offensive_drives_home,team_offensive_time_of_possession_home,defensive_first_downs_allowed_home,defensive_third_down_conversions_allowed_home,defensive_third_down_opportunities_home,defensive_fourth_down_conversions_allowed_home,defensive_fourth_down_conversion_attempts_home,defensive_passing_completions_home,defensive_passing_attempts_home,defensive_passing_yards_allowed_home,defensive_rushing_attempts_home,defensive_rushing_yards_allowed_home,defensive_total_yards_allowed_home,defensive_sacks_home,defensive_sack_yards_home,defensive_fumbles_forced_home,defensive_int_forced_home,defensive_turnovers_forced_home,opposing_team_team_penalties_home,opposing_team_penalty_yards_home,opposing_team_def_st_td_home,opposing_team_drives_home,opposing_team_possession_home,points_scored_home,points_allowed_home
2012-09-05,Cowboys,Giants,24,17,0,21.125,5.5,12.75,0.375,0.625,24.125,34.625,245.625,26.25,105.125,350.75,3.0,20.375,0.375,0.375,0.75,7.5,49.5,0.25,11.5,31.785416666666666,18.375,4.75,12.625,0.25,0.75,20.75,33.125,255.75,24.0,95.75,351.5,2.5,14.25,0.625,0.625,1.25,5.125,42.875,0.25,11.75,29.79375,21.0,24.25,20.875,5.25,12.875,0.375,1.0,22.875,38.625,308.875,24.25,89.625,398.5,1.625,10.625,0.375,1.25,1.625,5.375,46.75,0.0,12.5,29.31041666666667,22.0,5.625,13.375,0.25,0.75,23.75,37.875,271.75,27.0,115.375,387.125,2.5,15.0,0.375,1.25,1.625,6.75,54.5,0.25,12.5,30.689583333333335,25.25,26.25
2012-09-09,Colts,Bears,21,41,1,16.375,4.625,13.75,0.5,0.875,20.0,32.875,181.625,25.25,97.125,278.75,2.625,16.375,0.75,1.125,1.875,4.25,28.875,0.5,11.75,27.535416666666663,19.875,5.375,13.0,0.0,0.375,20.25,29.0,195.125,32.875,143.875,339.0,2.125,13.875,0.625,0.625,1.25,4.875,47.625,0.0,12.125,32.46458333333333,18.875,18.625,15.375,4.125,12.75,0.125,0.5,14.125,26.125,155.5,31.75,131.0,286.5,3.5,24.0,0.625,1.75,2.375,5.625,44.5,1.25,13.0,30.53333333333333,17.5,4.75,15.0,0.5,1.0,21.75,38.0,243.875,26.875,82.75,326.625,2.125,11.25,0.75,1.375,2.125,4.5,34.875,0.5,13.25,30.270833333333336,18.625,21.375
2012-09-09,Eagles,Browns,17,16,0,19.625,4.625,12.75,0.25,0.5,19.25,33.75,251.625,26.125,112.25,363.875,2.25,11.375,0.75,1.625,2.375,7.25,58.5,0.5,12.875,29.985416666666666,17.5,5.0,14.25,0.375,1.25,19.375,33.5,212.875,27.0,101.125,314.0,3.5,24.625,0.625,0.875,1.5,6.25,55.875,0.25,13.125,29.84375,20.625,21.75,16.625,4.875,13.75,0.125,0.5,17.875,32.75,179.375,25.5,109.25,288.625,2.25,12.625,0.25,0.875,1.125,5.875,55.625,0.125,11.125,28.077083333333334,20.375,6.375,14.625,0.25,0.75,18.25,31.625,204.625,34.125,150.875,355.5,1.75,12.75,0.875,0.5,1.375,6.0,48.375,0.125,10.75,32.43125,14.25,15.25
2012-09-09,Rams,Lions,23,27,1,15.25,3.875,13.875,0.125,0.875,15.5,30.25,156.0,26.25,97.0,253.0,3.0,23.25,0.75,0.75,1.5,6.25,49.875,0.125,12.625,27.070833333333333,18.0,4.75,13.375,0.125,0.25,17.0,26.625,190.375,34.0,150.5,340.875,2.375,15.5,0.375,0.75,1.125,7.875,69.25,0.25,12.625,32.92916666666667,15.875,20.25,24.125,5.75,13.25,0.375,0.875,29.75,45.5,341.125,21.125,95.125,436.25,2.5,16.25,0.75,1.5,2.25,8.375,69.375,0.75,12.125,31.285416666666666,22.125,4.375,11.875,0.75,1.125,24.125,38.5,285.25,25.0,118.625,403.875,2.125,14.375,0.75,1.25,2.0,5.375,50.25,1.0,12.625,28.714583333333334,24.875,34.5
2012-09-09,Patriots,Titans,34,13,0,24.5,5.5,12.5,0.5,0.75,23.75,36.375,309.875,29.875,108.875,418.75,2.0,9.375,0.125,0.25,0.375,4.375,43.0,0.875,11.75,29.22291666666667,22.625,5.25,12.375,0.5,1.375,22.0,36.875,273.875,26.625,132.0,405.875,3.125,22.625,0.875,1.625,2.5,6.375,46.875,0.0,11.625,30.777083333333334,27.75,28.375,18.75,4.5,13.375,0.5,0.875,21.75,37.125,250.125,24.75,109.75,359.875,1.5,10.75,0.625,1.0,1.625,6.0,52.375,0.25,12.5,28.49791666666667,18.5,5.0,14.375,0.625,1.125,22.75,36.125,222.125,27.625,129.875,352.0,1.75,14.125,1.25,0.375,1.625,6.375,50.25,0.5,12.125,31.68958333333333,20.25,19.375
2012-09-09,Falcons,Chiefs,40,24,0,22.125,6.25,14.875,0.375,1.25,24.75,40.0,307.375,29.125,99.25,406.625,1.0,5.75,0.375,0.5,0.875,5.375,45.125,0.25,12.125,34.177083333333336,16.75,5.875,13.5,0.375,0.625,19.0,33.75,208.5,23.0,103.5,312.0,2.25,16.75,0.625,0.875,1.5,6.125,52.125,0.625,11.125,26.645833333333336,19.875,25.375,17.125,4.375,13.875,0.5,1.25,19.0,32.25,195.5,30.25,113.375,308.875,2.0,13.0,0.375,1.125,1.5,7.0,57.625,0.0,11.875,29.40416666666667,16.75,3.75,13.0,0.375,1.0,12.625,24.25,152.125,34.25,143.75,295.875,2.5,15.625,0.5,0.875,1.375,6.5,46.25,0.125,11.5,30.872916666666665,11.25,16.0
2012-09-09,Jaguars,Vikings,23,26,1,17.25,5.625,15.125,0.25,0.875,17.25,31.375,148.75,30.0,127.25,276.0,2.75,22.375,0.5,0.875,1.375,5.125,43.75,0.75,11.5,30.464583333333337,16.875,4.0,12.75,0.125,0.625,21.125,31.625,220.625,26.75,98.375,319.0,1.875,11.75,1.0,1.25,2.25,6.0,51.625,0.25,12.25,29.53541666666667,17.875,21.0,18.75,5.0,13.875,0.625,1.5,19.0,34.5,187.375,27.25,139.375,326.75,3.375,22.0,0.75,1.625,2.375,6.625,54.0,0.0,12.5,28.114583333333336,20.25,5.75,12.75,0.25,0.375,21.5,30.0,228.75,30.125,119.625,348.375,3.25,21.125,1.25,0.25,1.5,6.625,56.25,1.125,12.125,31.885416666666668,25.375,26.875
2012-09-09,Commanders,Saints,40,32,0,20.125,5.375,13.625,0.125,0.5,21.75,36.75,243.375,26.875,111.875,355.25,2.0,15.125,0.625,1.375,2.0,6.5,66.375,0.0,11.75,31.477083333333333,19.875,5.375,12.75,0.25,0.625,19.625,32.75,225.375,27.5,112.875,338.25,2.0,13.5,0.375,0.875,1.25,6.75,58.875,0.25,11.875,29.520833333333336,24.125,22.125,26.75,6.875,12.0,0.0,0.625,28.75,39.875,341.625,27.375,148.5,490.125,0.625,3.25,0.25,0.5,0.75,7.125,67.75,0.25,11.0,31.395833333333332,21.875,3.375,12.0,0.5,1.75,25.875,41.75,297.75,21.125,93.125,390.875,1.75,12.75,0.375,0.625,1.0,7.25,63.0,0.0,11.25,29.427083333333336,22.5,32.125
2012-09-09,Bills,Jets,28,48,1,18.875,2.75,11.375,0.625,1.75,23.25,39.625,229.375,21.75,105.125,334.5,1.75,11.5,0.375,1.875,2.25,5.25,43.75,0.875,12.5,29.725,20.5,4.875,12.25,0.625,0.875,17.625,28.0,203.875,32.25,157.25,361.125,1.75,15.125,0.75,0.625,1.375,5.0,53.875,0.875,12.125,30.275,17.125,34.125,19.875,4.0,13.5,0.5,1.0,20.125,36.0,202.625,28.375,114.875,317.5,2.75,18.25,1.0,1.375,2.375,6.0,50.125,0.125,13.125,31.34166666666667,16.0,4.625,13.625,0.0,0.5,17.75,32.25,206.0,27.375,99.125,305.125,2.125,12.375,0.75,0.75,1.5,7.25,67.0,0.75,13.25,28.65833333333333,22.875,24.375
2012-09-09,Dolphins,Texans,10,30,1,17.375,5.375,13.5,0.0,0.625,16.375,27.375,179.125,31.875,132.75,311.875,3.125,21.75,1.0,0.625,1.625,5.875,57.0,0.375,12.875,31.512499999999996,19.0,3.125,12.375,0.375,0.625,22.375,38.375,233.75,22.625,80.625,314.375,2.625,16.875,0.125,1.75,1.875,7.375,61.125,0.0,13.125,28.4875,18.375,23.5,18.75,5.0,13.25,0.25,0.5,16.875,26.625,184.875,34.125,164.125,349.0,2.25,12.375,1.0,0.5,1.5,6.375,54.125,0.0,12.25,31.83125,16.375,5.625,14.5,0.375,0.875,18.0,34.0,190.0,24.75,94.625,284.625,3.0,18.875,0.75,0.875,1.625,5.125,38.25,0.25,11.75,28.16875,20.75,17.75
